Time (s),Voltage (V)
0.014552,5.0000
0.014563,5.0000
0.014573,5.0000
0.014583,0.0000
0.014594,0.0000
0.014604,0.0000
0.014615,0.0000
0.014625,0.0000
0.014635,0.0000
0.014646,0.0000
0.014656,0.0000
0.014667,0.0000
0.014677,0.0000
0.014688,0.0000
0.014698,0.0000
0.014708,0.0000
0.014719,0.0000
0.014729,0.0000
0.014740,0.0000
0.014750,0.0000
0.014760,0.0000
0.014771,0.0000
0.014781,0.0000
0.014792,0.0000
0.014802,0.0000
0.014813,0.0000
0.014823,0.0000
0.014833,0.0000
0.014844,0.0000
0.014854,0.0000
0.014865,0.0000
0.014875,0.0000
0.014885,0.0000
0.014896,5.0000
0.014906,5.0000
0.014917,5.0000
0.014927,5.0000
0.014938,5.0000
0.014948,5.0000
0.014958,5.0000
0.014969,5.0000
0.014979,5.0000
0.014990,5.0000
0.015000,5.0000
0.015010,5.0000
0.015021,5.0000
0.015031,5.0000
0.015042,5.0000
0.015052,5.0000
0.015063,5.0000
0.015073,5.0000
0.015083,5.0000
0.015094,5.0000
0.015104,0.0000
0.015115,0.0000
0.015125,0.0000
0.015135,0.0000
0.015146,0.0000
0.015156,0.0000
0.015167,0.0000
0.015177,0.0000
0.015188,0.0000
0.015198,0.0000
0.015208,5.0000
0.015219,5.0000
0.015229,5.0000
0.015240,5.0000
0.015250,5.0000
0.015260,5.0000
0.015271,5.0000
0.015281,5.0000
0.015292,5.0000
0.015302,5.0000
0.015313,5.0000
0.015323,5.0000
0.015333,5.0000
0.015344,5.0000
0.015354,5.0000
0.015365,5.0000
0.015375,5.0000
0.015385,5.0000
0.015396,5.0000
0.015406,5.0000
0.015417,5.0000
0.015427,5.0000
0.015438,5.0000
0.015448,5.0000
0.015458,5.0000
0.015469,5.0000
0.015479,5.0000
0.015490,5.0000
0.015500,5.0000
0.015510,5.0000
0.015521,0.0000
0.015531,0.0000
0.015542,0.0000
0.015552,0.0000
0.015563,0.0000
0.015573,0.0000
0.015583,0.0000
0.015594,0.0000
0.015604,0.0000
0.015615,0.0000
0.015625,5.0000
0.015635,5.0000
0.015646,5.0000
0.015656,5.0000
0.015667,5.0000
0.015677,5.0000
0.015688,5.0000
0.015698,5.0000
0.015708,5.0000
0.015719,5.0000
0.015729,5.0000
0.015740,5.0000
0.015750,5.0000
0.015760,5.0000
0.015771,5.0000
0.015781,5.0000
0.015792,5.0000
0.015802,5.0000
0.015813,5.0000
0.015823,5.0000
0.015833,0.0000
0.015844,0.0000
0.015854,0.0000
0.015865,0.0000
0.015875,0.0000
0.015885,0.0000
0.015896,0.0000
0.015906,0.0000
0.015917,0.0000
0.015927,0.0000
0.015938,5.0000
0.015948,5.0000
0.015958,5.0000
0.015969,5.0000
0.015979,5.0000
0.015990,5.0000
0.016000,5.0000
0.016010,5.0000
0.016021,5.0000
0.016031,5.0000
0.016042,0.0000
0.016052,0.0000
0.016063,0.0000
0.016073,0.0000
0.016083,0.0000
0.016094,0.0000
0.016104,0.0000
0.016115,0.0000
0.016125,0.0000
0.016135,0.0000
0.016146,5.0000
0.016156,5.0000
0.016167,5.0000
0.016177,5.0000
0.016188,5.0000
0.016198,5.0000
0.016208,5.0000
0.016219,5.0000
0.016229,5.0000
0.016240,5.0000
0.016250,5.0000
0.016260,5.0000
0.016271,5.0000
0.016281,5.0000
0.016292,5.0000
0.016302,5.0000
0.016313,5.0000
0.016323,5.0000
0.016333,5.0000
0.016344,5.0000
0.016354,0.0000
0.016365,0.0000
0.016375,0.0000
0.016385,0.0000
0.016396,0.0000
0.016406,0.0000
0.016417,0.0000
0.016427,0.0000
0.016438,0.0000
0.016448,0.0000
0.016458,5.0000
0.016469,5.0000
0.016479,5.0000
0.016490,5.0000
0.016500,5.0000
0.016510,5.0000
0.016521,5.0000
0.016531,5.0000
0.016542,5.0000
0.016552,5.0000
0.016563,5.0000
0.016573,5.0000
0.016583,5.0000
0.016594,5.0000
0.016604,5.0000
0.016615,5.0000
0.016625,5.0000
0.016635,5.0000
0.016646,5.0000
0.016656,5.0000
0.016667,5.0000
0.016677,5.0000
0.016688,5.0000
0.016698,5.0000
0.016708,5.0000
0.016719,5.0000
0.016729,5.0000
0.016740,5.0000
0.016750,5.0000
0.016760,5.0000
0.016771,0.0000
0.016781,0.0000
0.016792,0.0000
0.016802,0.0000
0.016813,0.0000
0.016823,0.0000
0.016833,0.0000
0.016844,0.0000
0.016854,0.0000
0.016865,0.0000
0.016875,5.0000
0.016885,5.0000
0.016896,5.0000
0.016906,5.0000
0.016917,5.0000
0.016927,5.0000
0.016938,5.0000
0.016948,5.0000
0.016958,5.0000
0.016969,5.0000
0.016979,5.0000
0.016990,5.0000
0.017000,5.0000
0.017010,5.0000
0.017021,5.0000
0.017031,5.0000
0.017042,5.0000
0.017052,5.0000
0.017063,5.0000
0.017073,5.0000
0.017083,0.0000
0.017094,0.0000
0.017104,0.0000
0.017115,0.0000
0.017125,0.0000
0.017135,0.0000
0.017146,0.0000
0.017156,0.0000
0.017167,0.0000
0.017177,0.0000
0.017188,0.0000
0.017198,0.0000
0.017208,0.0000
0.017219,0.0000
0.017229,0.0000
0.017240,0.0000
0.017250,0.0000
0.017260,0.0000
0.017271,0.0000
0.017281,0.0000
0.017292,5.0000
0.017302,5.0000
0.017313,5.0000
0.017323,5.0000
0.017333,5.0000
0.017344,5.0000
0.017354,5.0000
0.017365,5.0000
0.017375,5.0000
0.017385,5.0000
0.017396,5.0000
0.017406,5.0000
0.017417,5.0000
0.017427,5.0000
0.017438,5.0000
0.017448,5.0000
0.017458,5.0000
0.017469,5.0000
0.017479,5.0000
0.017490,5.0000
0.017500,5.0000
0.017510,5.0000
0.017521,5.0000
0.017531,5.0000
0.017542,5.0000
0.017552,5.0000
0.017563,5.0000
0.017573,5.0000
0.017583,5.0000
0.017594,5.0000
0.017604,0.0000
0.017615,0.0000
0.017625,0.0000
0.017635,0.0000
0.017646,0.0000
0.017656,0.0000
0.017667,0.0000
0.017677,0.0000
0.017688,0.0000
0.017698,0.0000
0.017708,5.0000
0.017719,5.0000
0.017729,5.0000
0.017740,5.0000
0.017750,5.0000
0.017760,5.0000
0.017771,5.0000
0.017781,5.0000
0.017792,5.0000
0.017802,5.0000
0.017813,5.0000
0.017823,5.0000
0.017833,5.0000
0.017844,5.0000
0.017854,5.0000
0.017865,5.0000
0.017875,5.0000
0.017885,5.0000
0.017896,5.0000
0.017906,5.0000
0.017917,5.0000
0.017927,5.0000
0.017938,5.0000
0.017948,5.0000
0.017958,5.0000
0.017969,5.0000
0.017979,5.0000
0.017990,5.0000
0.018000,5.0000
0.018010,5.0000
0.018021,5.0000
0.018031,5.0000
0.018042,5.0000
0.018052,5.0000
0.018063,5.0000
0.018073,5.0000
0.018083,5.0000
0.018094,5.0000
0.018104,5.0000
0.018115,5.0000
0.018125,5.0000
0.018135,5.0000
0.018146,5.0000
0.018156,5.0000
0.018167,5.0000
0.018177,5.0000
0.018188,5.0000
0.018198,5.0000
0.018208,5.0000
0.018219,5.0000
0.018229,5.0000
0.018240,5.0000
0.018250,5.0000
0.018260,5.0000
0.018271,5.0000
0.018281,5.0000
0.018292,5.0000
0.018302,5.0000
0.018313,5.0000
0.018323,5.0000
0.018333,5.0000
0.018344,5.0000
0.018354,5.0000
0.018365,5.0000
0.018375,5.0000
0.018385,5.0000
0.018396,5.0000
0.018406,5.0000
0.018417,5.0000
0.018427,5.0000
0.018438,5.0000
0.018448,5.0000
0.018458,5.0000
0.018469,5.0000
0.018479,5.0000
0.018490,5.0000
0.018500,5.0000
0.018510,5.0000
0.018521,5.0000
0.018531,5.0000
